,English,English_cleaned,Spanish,French,German
1235,they're dying,they are dying,ellos estan muriendo,ils meurent,Sie sterben
1236,they're early,they are early,son tempranos,ils sont en avance,sie sind früh
1237,they're happy,they are happy,son felices,ils sont heureux,Sie sind glücklich
1238,they're lying,they are lying,están mintiendo,ils mentent,Sie lügen
1239,they're small,they are small,Ellos son pequeños,ils sont petits,Sie sind klein
1240,they're spies,they are spies,ellos son espías,ce sont des espions,sie sind Spione
1241,they're there,they are there,están allí,Ils sont là,Sie sind dort
1242,they're tired,they are tired,ellos están cansados,ils sont fatigués,Sie sind müde
1243,they're twins,they are twins,son gemelos,ils sont jumeaux,sie sind Zwillinge
1244,they're weird,they are weird,ellos son raros,ils sont bizarres,Sie sind seltsam
1245,they're wrong,they are wrong,están equivocados,ils ont tort,Sie liegen falsch
1246,this is italy,this is italy,esto es italia,c'est l'italie,das ist italien
1247,this is japan,this is japan,esto es japon,c'est le japon,das ist japan
1248,this is a dvd,this is a dvd,esto es un dvd,c'est un dvd,das ist eine DVD
1249,this is a dog,this is a dog,esto es un perro,c'est un chien,das ist ein Hund
1250,this is a map,this is a map,Esto es un mapa,c'est une carte,das ist eine karte
1251,this is a pen,this is a pen,Esto es una lapicera,c'est un stylo,dies ist ein Stift
1252,this is a pun,this is a pun,esto es un juego de palabras,c'est un jeu de mot,das ist ein Wortspiel
1253,this is a wig,this is a wig,esta es una peluca,c'est une perruque,das ist eine Perücke
1254,this is awful,this is awful,esto es horrible,c'est horrible,das ist schrecklich
1255,this is cheap,this is cheap,Esto es barato,c'est pas cher,das ist billig
1256,this is crazy,this is crazy,Esto es Loco,c'est fou,das ist verrückt
1257,this is false,this is false,esto es falso,c'est faux,das ist falsch
1258,this is funny,this is funny,esto es divertido,c'est drôle,Das ist lustig
1259,this is great,this is great,esto es genial,c'est bien,das ist toll
1260,this is legal,this is legal,esto es legal,c'est légal,das ist legal
1261,this is my cd,this is my cd,este es mi disco,c'est mon cd,das ist meine CD
1262,this is silly,this is silly,esto es tonto,c'est idiot,das ist dumm
1263,this is sweet,this is sweet,esto es dulce,c'est mignon,das ist süß
1264,this is weird,this is weird,esto es raro,c'est bizarre,das ist seltsam
1265,this is wrong,this is wrong,esto está mal,c'est faux,das ist falsch
1266,this is yours,this is yours,esto es tuyo,ça t'appartient,das ist deins
1267,this was easy,this was easy,esto fue fácil,c'était facile,das war einfach
1268,tie your shoe,tie your shoe,ata tu zapato,attacher votre chaussure,binde deinen Schuh
1269,time is money,time is money,el tiempo es dinero,"le temps, c'est de l'argent",Zeit ist Geld
1270,tom can do it,tom can do it,tom puede hacerlo,Tom peut le faire,tom kann das
1271,tom can drive,tom can drive,tom puede conducir,tom peut conduire,Tom kann fahren
1272,tom can't ski,tom cannot ski,tom no puede esquiar,Tom ne sait pas skier,Tom kann nicht Ski fahren
1273,tom can't win,tom cannot win,tom no puede ganar,Tom ne peut pas gagner,Tom kann nicht gewinnen
1274,tom confessed,tom confessed,Tom confesó,Tom a avoué,Tom gestand
1275,tom disagreed,tom disagreed,tom no estuvo de acuerdo,Tom n'est pas d'accord,Tom widersprach
1276,tom dumped me,tom dumped me,Tom me dejó,Tom m'a largué,Tom hat mich verlassen
1277,tom felt safe,tom felt safe,Tom se sintió seguro,tom se sentait en sécurité,Tom fühlte sich sicher
1278,tom felt sick,tom felt sick,Tom se sintió enfermo,tom s'est senti malade,Tom fühlte sich krank
1279,tom got stuck,tom got stuck,Tom se atascó,tom est resté coincé,Tom blieb stecken
1280,tom graduated,tom graduated,tom se graduó,tom est diplômé,Tom hat seinen Abschluss gemacht
1281,tom had a gun,tom had a gun,Tom tenía un arma,Tom avait une arme,Tom hatte eine Waffe
1282,tom has a dog,tom has a dog,tom tiene un perro,tom a un chien,Tom hat einen Hund
1283,tom has a son,tom has a son,tom tiene un hijo,tom a un fils,Tom hat einen Sohn
1284,tom has plans,tom has plans,tom tiene planes,tom a des projets,Tom hat Pläne
1285,tom hates you,tom hates you,tom te odia,Tom te déteste,Tom hasst dich
1286,tom hesitated,tom hesitated,tom vaciló,Tom a hésité,Tom zögerte
1287,tom is ok now,tom is ok now,Tom está bien ahora,tom va bien maintenant,Tom geht es jetzt gut
1288,tom is a hero,tom is a hero,tom es un heroe,Tom est un héros,Tom ist ein Held
1289,tom is a monk,tom is a monk,tom es un monje,tom est un moine,Tom ist ein Mönch
1290,tom is afraid,tom is afraid,tom tiene miedo,tom a peur,tom hat angst
1291,tom is boring,tom is boring,tom es aburrido,Tom est ennuyeux,Tom ist langweilig
1292,tom is chubby,tom is chubby,tom es gordito,tom est potelé,Tom ist mollig
1293,tom is eating,tom is eating,tom esta comiendo,Tom mange,Tom isst
1294,tom is guilty,tom is guilty,tom es culpable,tom est coupable,Tom ist schuldig
1295,tom is hiding,tom is hiding,tom se esconde,tom se cache,Tom versteckt sich
1296,tom is hungry,tom is hungry,tom tiene hambre,Tom a faim,Tom hat Hunger
1297,tom is in bed,tom is in bed,tom esta en la cama,tom est au lit,Tom liegt im Bett
1298,tom is joking,tom is joking,tom esta bromeando,tom plaisante,tom scherzt
1299,tom is voting,tom is voting,Tom está votando,tom vote,Tom wählt
1300,tom is vulgar,tom is vulgar,tom es vulgar,tom est vulgaire,Tom ist vulgär
1301,tom just died,tom just died,tom acaba de morir,tom vient de mourir,Tom ist gerade gestorben
1302,tom left town,tom left town,Tom se fue de la ciudad,Tom a quitté la ville,Tom hat die Stadt verlassen
1303,tom let us go,tom let us go,Tom déjanos ir,Tom laisse-nous partir,Tom lass uns gehen
1304,tom likes her,tom likes her,a tom le gusta ella,tom l'aime bien,Tom mag sie
1305,tom likes him,tom likes him,a tom le gusta,tom l'aime bien,Tom mag ihn
1306,tom looks sad,tom looks sad,tom se ve triste,Tom a l'air triste,Tom sieht traurig aus
1307,tom lost hope,tom lost hope,tom perdió la esperanza,tom a perdu espoir,Tom hat die Hoffnung verloren
1308,tom loves you,tom loves you,tom te ama,tom t'aime,Tom liebt dich
1309,tom missed it,tom missed it,tom se lo perdió,tom l'a raté,Tom hat es verpasst
1310,tom overslept,tom overslept,Tom se quedó dormido,Tom a dormi trop longtemps,Tom hat verschlafen
1311,tom runs fast,tom runs fast,Tom corre rápido,tom court vite,Tom läuft schnell
1312,tom said that,tom said that,Tom dijo que,Tom a dit que,Tom hat das gesagt
1313,tom shot mary,tom shot mary,Tom disparó a María,tom shot marie,Tom erschoss Mary
1314,tom trusts me,tom trusts me,Tom confía en mí,tom me fait confiance,Tom vertraut mir
1315,tom walked in,tom walked in,Tom entró,tom est entré,Tom kam herein
1316,tom wanted it,tom wanted it,Tom lo quería,Tom le voulait,Tom wollte es
1317,tom was alive,tom was alive,tom estaba vivo,Tom était vivant,Tom lebte
1318,tom was cruel,tom was cruel,Tom fue cruel,Tom était cruel,Tom war grausam
1319,tom was dying,tom was dying,tom se estaba muriendo,Tom était en train de mourir,Tom lag im Sterben
1320,tom was fired,tom was fired,tom fue despedido,tom a été viré,Tom wurde gefeuert
1321,tom was lucky,tom was lucky,tom tuvo suerte,Tom a eu de la chance,Tom hatte Glück
1322,tom was scary,tom was scary,tom daba miedo,tom était effrayant,Tom war beängstigend
1323,tom was sober,tom was sober,tom estaba sobrio,Tom était sobre,Tom war nüchtern
1324,tom was tense,tom was tense,tom estaba tenso,Tom était tendu,Tom war angespannt
1325,tom was third,tom was third,tom fue tercero,tom était troisième,Tom wurde Dritter
1326,tom was upset,tom was upset,tom estaba molesto,Tom était bouleversé,tom war verärgert
1327,tom went pale,tom went pale,tom se puso pálido,tom est devenu pâle,Tom wurde blass
1328,tom will live,tom will live,Tom vivirá,tom vivra,Tom wird leben
1329,tom will obey,tom will obey,Tom obedecerá,Tom obéira,Tom wird gehorchen
1330,tom won't eat,tom will not eat,tom no come,Tom ne mangera pas,Tom wird nicht essen
1331,tom's adopted,tom's adopted,Tom es adoptado,tom est adopté,Tom ist adoptiert
1332,tom's arrived,tom's arrived,ha llegado tom,tom est arrivé,Tom ist angekommen
1333,tom's cooking,tom's cooking,cocina de tom,la cuisine de tom,Tom kocht
1334,tom's excited,tom's excited,Tom está emocionado,Tom est excité,Tom ist aufgeregt
1335,tom's healthy,tom's healthy,Tom está sano,Tom est en bonne santé,Tom ist gesund
1336,tom's helping,tom's helping,Tom está ayudando,Tom aide,Tom hilft
1337,tom's injured,tom's injured,Tom está herido,tom est blessé,Tom ist verletzt
1338,tom's married,tom's married,tom está casado,Tom est marié,Tom ist verheiratet
1339,tom's packing,tom's packing,embalaje de tom,l'emballage de tom,Tom packt
1340,tom's unarmed,tom's unarmed,Tom está desarmado,Tom n'est pas armé,Tom ist unbewaffnet
1341,tom's violent,tom's violent,tom es violento,Tom est violent,Tom ist gewalttätig
1342,tom's working,tom's working,Tom está trabajando,tom travaille,Tom arbeitet
1343,tom's wounded,tom's wounded,tom esta herido,tom est blessé,Tom ist verwundet
1344,try this cake,try this cake,prueba este pastel,essayez ce gâteau,Probieren Sie diesen Kuchen
1345,try to resist,try to resist,tratar de resistir,essayer de résister,versuche dich zu wehren
1346,turn the page,turn the page,voltea la página,tourne la page,Umblättern
1347,wait a minute,wait a minute,espera un minuto,attendez une minute,warten Sie eine Minute
1348,wait a second,wait a second,espera un segundo,Attends une seconde,Warte kurz
1349,wait till six,wait till six,espera hasta las seis,attendre jusqu'à six,warte bis sechs
1350,wake the kids,wake the kids,despertar a los niños,réveiller les enfants,die Kinder wecken
1351,walk this way,walk this way,camina por aqui,Prend cette voie,diesen Weg gehen
1352,was i snoring,was i snoring,estaba roncando,Est-ce que je ronflais,habe ich geschnarcht
1353,was tom there,was tom there,estaba tom alli,était tom là,war Tom da
1354,was it a joke,was it a joke,¿era una broma?,était-ce une blague,war es ein Witz
1355,was that a no,was that a no,eso fue un no,était-ce un non,war das ein nein
1356,watch closely,watch closely,Observe atentamente,regarder de près,genau beobachten
1357,watch my back,watch my back,cuida mi espalda,surveiller mes arrières,halte mir den Rücken frei
1358,"water, please","water, please",Puede traerme agua,"De l'eau, s'il vous plaît","Wasser, bitte"
1359,wax the floor,wax the floor,encerar el piso,cirer le sol,Wachsen Sie den Boden
1360,we admire you,we admire you,te admiramos,nous vous admirons,wir bewundern dich
1361,we all agreed,we all agreed,todos estuvimos de acuerdo,nous sommes tous d'accord,wir waren uns alle einig
1362,we all change,we all change,Todos cambiamos,nous changeons tous,wir verändern uns alle
1363,we are at war,we are at war,estamos en guerra,nous sommes en guerre,Wir sind im Krieg
1364,we are doomed,we are doomed,estamos condenados,nous sommes condamnés,wir sind verloren
1365,we can try it,we can try it,Podemos intentarlo,nous pouvons l'essayer,wir können es versuchen
1366,we can't fail,we cannot fail,no podemos fallar,nous ne pouvons pas échouer,wir können nicht scheitern
1367,we can't lose,we cannot lose,no podemos perder,nous ne pouvons pas perdre,wir können nicht verlieren
1368,we caught you,we caught you,te atrapamos,nous vous avons attrapé,wir haben dich erwischt
1369,we could read,we could read,podríamos leer,on pourrait lire,wir konnten lesen
1370,we could wait,we could wait,podríamos esperar,nous pourrions attendre,wir könnten warten
1371,we could walk,we could walk,podríamos caminar,nous pourrions marcher,wir könnten laufen
1372,we don't know,we do not know,no sabemos,nous ne savons pas,wir wissen nicht
1373,we had a deal,we had a deal,teniamos un trato,Nous avions un accord,wir hatten eine Abmachung
1374,we have a car,we have a car,tenemos un coche,nous avons une voiture,wir haben ein Auto
1375,we have plans,we have plans,tenemos planes,nous avons des projets,wir haben Pläne
1376,we have rules,we have rules,tenemos reglas,nous avons des règles,Wir haben Regeln
1377,we have to go,we have to go,tenemos que irnos,nous devons partir,wir müssen gehen
1378,we kept quiet,we kept quiet,nos quedamos callados,nous nous sommes tus,wir schwiegen
1379,we meant well,we meant well,Teníamos buenas intenciones,nous voulions bien dire,wir haben es gut gemeint
1380,we met before,we met before,nos conocimos antes,on s'est rencontré avant,wir haben uns schon mal getroffen
1381,we missed you,we missed you,te extrañamos,tu nous as manqué,wir haben dich vermisst
1382,we must check,we must check,debemos comprobar,nous devons vérifier,müssen wir prüfen
1383,we must focus,we must focus,debemos enfocarnos,nous devons nous concentrer,wir müssen uns konzentrieren
1384,we must hurry,we must hurry,tenemos que darnos prisa,nous devons nous dépêcher,wir müssen uns beeilen
1385,we must leave,we must leave,debemos irnos,nous devons partir,Wir müssen gehen
1386,we must speak,we must speak,debemos hablar,nous devons parler,wir müssen reden
1387,we need a car,we need a car,necesitamos un coche,nous avons besoin d'une voiture,Wir brauchen ein Auto
1388,we need a map,we need a map,necesitamos un mapa,nous avons besoin d'une carte,Wir brauchen eine Karte
1389,we need money,we need money,necesitamos dinero,nous avons besoin d'argent,wir brauchen Geld
1390,we need proof,we need proof,necesitamos pruebas,nous avons besoin de preuves,wir brauchen einen Beweis
1391,we need rules,we need rules,necesitamos reglas,nous avons besoin de règles,Wir brauchen Regeln
1392,we need sleep,we need sleep,necesitamos dormir,nous avons besoin de dormir,wir brauchen schlaf
1393,we need to go,we need to go,tenemos que irnos,nous devons y aller,wir müssen gehen
1394,we need tools,we need tools,necesitamos herramientas,nous avons besoin d'outils,Wir brauchen Werkzeuge
1395,we need water,we need water,necesitamos agua,nous avons besoin d'eau,wir brauchen Wasser
1396,we never lose,we never lose,nunca perdemos,nous ne perdons jamais,wir verlieren nie
1397,we should eat,we should eat,Deberíamos comer,Nous devrions manger,wir sollten Essen
1398,we took a cab,we took a cab,tomamos un taxi,nous avons pris un taxi,Wir nahmen ein Taxi
1399,we understand,we understand,entendemos,nous comprenons,Wir verstehen
1400,we want candy,we want candy,queremos dulces,on veut des bonbons,wir wollen Süßigkeiten
1401,we want peace,we want peace,queremos paz,nous voulons la paix,wir wollen Frieden
1402,we want to go,we want to go,queremos ir,on veut y aller,wir wollen gehen
1403,we wanted you,we wanted you,te queríamos,on te voulait,wir wollten dich
1404,we were alone,we were alone,estábamos solos,nous étions seuls,wir waren allein
1405,we were bored,we were bored,Estábamos aburridos,on s'ennuyait,wir waren gelangweilt
1406,we were close,we were close,estábamos cerca,nous étions proches,wir waren nah dran
1407,we were lucky,we were lucky,fuimos suertudos,nous avons eu de la chance,Wir hatten Glück
1408,we were right,we were right,teníamos razón,nous avions raison,wir hatten recht
1409,we were there,we were there,Estábamos ahí,nous y étions,wir waren dort
1410,we will fight,we will fight,pelearemos,nous allons nous battre,wir werden kämpfen
1411,we wonder why,we wonder why,nos preguntamos por qué,on se demande pourquoi,wir fragen uns warum
1412,we'll all die,we will all die,todos moriremos,nous allons tous mourir,wir werden alle sterben
1413,we'll both go,we will both go,iremos los dos,nous irons tous les deux,wir werden beide gehen
1414,we'll explain,we will explain,vamos a explicar,nous allons expliquer,wir werden erklären
1415,we'll find it,we will find it,lo encontraremos,nous le trouverons,wir werden es finden
1416,we'll rebuild,we will rebuild,vamos a reconstruir,nous reconstruirons,wir werden umbauen
1417,we'll respond,we will respond,vamos a responder,nous répondrons,Wir werden antworten
1418,we'll succeed,we will succeed,tendremos éxito,nous réussirons,Wir werden Erfolg haben
1419,we'll survive,we will survive,sobreviviremos,nous survivrons,Wir werden überleben
1420,we're a group,we are a group,somos un grupo,nous sommes un groupe,Wir sind eine Gruppe
1421,we're anxious,we are anxious,estamos ansiosos,nous sommes anxieux,wir sind gespannt
1422,we're ashamed,we are ashamed,estamos avergonzados,nous avons honte,wir schämen uns
1423,we're baffled,we are baffled,estamos desconcertados,nous sommes déconcertés,wir sind verblüfft
1424,we're careful,we are careful,somos cuidadosos,nous sommes prudents,wir sind vorsichtig
1425,we're certain,we are certain,estamos seguros,nous sommes certains,wir sind uns sicher
1426,we're cousins,we are cousins,somos primos,nous sommes cousins,wir sind Cousins
1427,we're dancing,we are dancing,estamos bailando,nous dansons,wir tanzen
1428,we're dieting,we are dieting,estamos a dieta,nous sommes au régime,wir machen eine Diät
1429,we're doctors,we are doctors,somos doctores,nous sommes des docteurs,wir sind Ärzte
1430,we're enemies,we are enemies,somos enemigos,nous sommes ennemis,wir sind Feinde
1431,we're engaged,we are engaged,estamos comprometidos,nous sommes fiancés,wir sind verlobt
1432,we're fasting,we are fasting,estamos ayunando,nous jeûnons,wir fasten
1433,we're friends,we are friends,somos amigos,nous sommes amis,wir sind Freunde
1434,we're in love,we are in love,estamos enamorados,nous sommes amoureux,wir lieben uns
1435,we're in luck,we are in luck,estamos de suerte,nous avons de la chance,Wir haben Glück
1436,we're in pain,we are in pain,estamos en el dolor,nous souffrons,wir haben schmerzen
1437,we're in sync,we are in sync,estamos sincronizados,nous sommes synchronisés,wir sind synchron
1438,we're in town,we are in town,estamos en la ciudad,nous sommes en ville,Wir sind in der Stadt
1439,we're jealous,we are jealous,estamos celosos,nous sommes jaloux,wir sind neidisch
1440,we're kidding,we are kidding,estamos bromeando,on plaisante,wir scherzen
1441,we're leaving,we are leaving,Estamos saliendo,nous quittons,wir gehen
1442,we're married,we are married,estamos casados,nous sommes mariés,wir sind verheiratet
1443,we're not fit,we are not fit,no estamos en forma,nous ne sommes pas en forme,wir sind nicht fit
1444,we're not mad,we are not mad,no estamos locos,nous ne sommes pas fous,wir sind nicht verrückt
1445,we're not old,we are not old,no somos viejos,nous ne sommes pas vieux,wir sind nicht alt
1446,we're reading,we are reading,estamos leyendo,nous lisons,wir lesen
1447,we're relaxed,we are relaxed,estamos relajados,nous sommes détendus,wir sind entspannt
1448,we're serious,we are serious,somos serios,nous sommes sérieux,Wir meinen es ernst
1449,we're shocked,we are shocked,estamos conmocionados,nous sommes choqués,wir sind schockiert
1450,we're sincere,we are sincere,somos sinceros,nous sommes sincères,Wir sind aufrichtig
1451,we're sinking,we are sinking,Nos estamos hundiendo,nous coulons,wir sinken
1452,we're sloshed,we are sloshed,estamos salpicados,nous sommes baignés,wir sind geschwappt
1453,we're smashed,we are smashed,estamos destrozados,nous sommes écrasés,wir sind zerschlagen
1454,we're special,we are special,somos especiales,nous sommes spéciaux,wir sind besonders
1455,we're stalled,we are stalled,estamos estancados,nous sommes bloqués,wir sind festgefahren
1456,we're starved,we are starved,estamos hambrientos,nous sommes affamés,wir sind ausgehungert
1457,we're staying,we are staying,estamos alojados,nous restons,wir bleiben
1458,we're stuffed,we are stuffed,estamos llenos,nous sommes bourrés,wir sind vollgestopft
1459,we're stunned,we are stunned,estamos atónitos,nous sommes stupéfaits,wir sind fassungslos
1460,we're through,we are through,somos a través de,nous sommes à travers,Wir sind durch
1461,we're too old,we are too old,somos demasiado viejos,nous sommes trop vieux,wir sind zu alt
1462,we're touched,we are touched,estamos tocados,nous sommes touchés,wir sind gerührt
1463,we're trapped,we are trapped,estamos atrapados,nous sommes pris au piège,wir sind gefangen
1464,we're unhappy,we are unhappy,somos infelices,nous sommes malheureux,wir sind unglücklich
1465,we're unlucky,we are unlucky,tenemos mala suerte,nous n'avons pas de chance,wir haben pech
1466,we're useless,we are useless,somos inútiles,nous sommes inutiles,wir sind nutzlos
1467,we're waiting,we are waiting,estamos esperando,nous attendons,wir warten
1468,we're wealthy,we are wealthy,somos ricos,nous sommes riches,wir sind wohlhabend
1469,we're winners,we are winners,Somos ganadores,nous sommes gagnants,Wir sind Gewinner
1470,we're winning,we are winning,estamos ganando,nous gagnons,wir gewinnen
1471,we're working,we are working,estamos trabajando,nous travaillons,wir arbeiten
1472,we're worried,we are worried,estamos preocupados,Nous sommes inquiets,wir sind besorgt
1473,we've arrived,we've arrived,hemos llegado,nous sommes arrivés,wir sind angekommen
1474,we've no time,we've no time,no tenemos tiempo,nous n'avons pas le temps,Wir haben keine Zeit
1475,we've refused,we've refused,nos hemos negado,nous avons refusé,wir haben abgelehnt
1476,we've seen it,we've seen it,lo hemos visto,nous l'avons vu,wir haben es gesehen
1477,were you busy,were you busy,Estabas ocupado,étiez vous pris,warst du beschäftigt
1478,were you hurt,were you hurt,te lastimaste,étais-tu blessé,wurdest du verletzt
1479,were you shot,were you shot,te dispararon,as-tu été abattu,wurdest du erschossen
1480,what a bummer,what a bummer,que fastidio,quelle déception,Ach wie schade
1481,what a fiasco,what a fiasco,que fiasco,quel fiasco,Was für ein Fiasko
1482,what a hassle,what a hassle,Qué lío,quelle galère,Was für ein Aufwand
1483,what a relief,what a relief,qué alivio,quel soulagement,was für eine Erleichterung
1484,what a scream,what a scream,que grito,quel cri,Was für ein Schrei
1485,what about us,what about us,Qué pasa con nosotros,et nous,was ist mit uns
1486,what an idiot,what an idiot,qué idiota,quel idiot,was für ein Idiot
1487,what did i do,what did i do,que hice,Qu'est-ce que j'ai fait,was habe ich getan
1488,what do i get,what do i get,Qué obtengo,Qu'est-ce que je reçois,was bekomme ich
1489,what do i owe,what do i owe,que debo,que dois-je,was schulde ich
1490,what happened,what happened,qué sucedió,Qu'est-il arrivé,was ist passiert
1491,what is a ufo,what is a ufo,que es un ovni,qu'est-ce qu'un ovni,was ist ein ufo
1492,what nonsense,what nonsense,Qué absurdo,quelle absurdité,was für ein Unsinn
1493,what was that,what was that,Qué fue eso,Ca c'était quoi,was war das
1494,what'll we do,what will we do,que haremos,Qu'allons nous faire,was werden wir tun
1495,what's inside,what is inside,que hay dentro,ce qu'il y a à l'intérieur,Was ist innen
1496,when was that,when was that,cuando fue eso,c'était quand,Wann war das
1497,where are you,where are you,Dónde estás,Où es-tu,wo sind Sie
1498,where were we,where were we,donde estábamos,où étions nous,wo waren wir
1499,which is mine,which is mine,cual es mio,qui est le mien,das ist meins
1500,who hates you,who hates you,quien te odia,qui te déteste,wer hasst dich
1501,who helps her,who helps her,quien la ayuda,qui l'aide,wer hilft ihr
1502,who hired you,who hired you,quien te contrató,qui vous a embauché,wer hat dich eingestellt
1503,who is absent,who is absent,Quién está ausente,Qui est absent,Wer ist abwesend
1504,who said that,who said that,quien dijo que,qui a dit ça,Wer hat das gesagt
1505,who says that,who says that,Quién dice eso,qui dit ça,Wer sagt das
1506,who wants tea,who wants tea,quien quiere te,qui veut du thé,wer will tee
1507,who washed it,who washed it,quien lo lavo,qui l'a lavé,wer hat es gewaschen
1508,who won today,who won today,quien gano hoy,qui a gagné aujourd'hui,wer hat heute gewonnen
1509,who's at home,who is at home,quien esta en casa,Qui est à la maison,wer ist zu Hause
1510,who's dieting,who is dieting,quien esta a dieta,qui est au régime,wer macht diät
1511,who's driving,who is driving,quien esta conduciendo,qui conduit,wer fährt
1512,who's talking,who is talking,quién esta hablando,qui parle,Wer spricht
1513,who's winning,who is winning,quién está ganando,qui gagne,Wer gewinnt
1514,who's with me,who is with me,Quién está conmigo,qui est avec moi,Wer ist mit mir
1515,whose is this,whose is this,De quién es esta,à qui est-ce,wessen ist das
1516,will she come,will she come,ella vendrá,viendra-t-elle,wird sie kommen
1517,you all right,you all right,Estás bien,ça va,dir geht es gut
1518,you are crazy,you are crazy,estás loco,tu es fou,Sie sind verrückt
1519,you are drunk,you are drunk,estás borracho,tu es bourré,du bist betrunken
1520,you are early,you are early,llegaste temprano,vous êtes en avance,Du bist früh
1521,you are lying,you are lying,usted está mintiendo,tu mens,du lügst
1522,you are wrong,you are wrong,Está usted equivocado,Vous avez tort,Sie liegen falsch
1523,you can do it,you can do it,puedes hacerlo,tu peux le faire,du kannst es schaffen
1524,you don't say,you do not say,No dices,vous ne dites pas,was du nicht sagst
1525,you have mail,you have mail,tienes un correo,Vous avez un courrier,du hast Post
1526,you hypocrite,you hypocrite,hipócrita,tu es hypocrite,Du Heuchler
1527,you look busy,you look busy,te ves ocupado,tu as l'air occupé,du siehst beschäftigt aus
1528,you look fine,you look fine,te ves bien,tu as l'air bien,du siehst gut aus
1529,you look pale,you look pale,te ves pálido,tu es pâle,Du siehst blass aus
1530,you look sick,you look sick,Luces enfermo,Tu semble malade,Du siehst krank aus
1531,you must come,you must come,debes venir,tu dois venir,du musst kommen
1532,you must rest,you must rest,debes descansar,Tu dois te reposer,Du musst dich ausruhen
1533,you must stay,you must stay,Debes quedarte,tu dois rester,du musst bleiben
1534,you need this,you need this,necesitas esto,tu en as besoin,du brauchst das
1535,you needed me,you needed me,me necesitabas,Tu avais besoin de moi,du brauchtest mich
1536,you seem busy,you seem busy,pareces ocupado,tu as l'air occupé,du scheinst beschäftigt
1537,you should go,you should go,deberías ir,Tu devrais y aller,du solltest gehen
1538,you stay here,you stay here,Quédate aquí,tu restes ici,du bleibst hier
1539,you want this,you want this,Tu quieres esto,tu veux ça,du willst das
1540,you were mine,you were mine,tú eres mio,Tu étais mienne,du warst mein
1541,you were seen,you were seen,fuiste visto,tu as été vu,du wurdest gesehen
1542,you work hard,you work hard,trabajas duro,vous travaillez dur,du arbeitest hart
1543,you'd love it,you would love it,te encantaría,tu l'aimerais,Du würdest es lieben
1544,you'll go far,you will go far,llegarás lejos,tu iras loin,du wirst weit kommen
1545,you're a doll,you are a doll,eres una muñeca,tu es une poupée,du bist eine Puppe
1546,you're a liar,you are a liar,usted es un mentiroso,tu es un menteur,du bist ein Lügner
1547,you're a nerd,you are a nerd,eres un nerd,tu es un nerd,Du bist ein Nerd
1548,you're a slob,you are a slob,eres un vagabundo,tu es un plouc,du bist ein scheiß
1549,you're a snob,you are a snob,eres un snob,tu es snob,Du bist ein Snob
1550,you're a star,you are a star,eres una estrella,tu es une étoile,Du bist ein Star
1551,you're biased,you are biased,eres parcial,tu es partial,du bist voreingenommen
1552,you're boring,you are boring,eres aburrido,tu es ennuyant,Sie sind langweilig
1553,you're bright,you are bright,eres brillante,tu es brillant,Du bist hell
1554,you're clever,you are clever,usted es inteligente,tu es intelligent,Du bist schlau
1555,you're crafty,you are crafty,eres astuto,tu es rusé,du bist schlau
1556,you're creepy,you are creepy,tú eres extraño,T'es flippant,du bist unheimlich
1557,you're famous,you are famous,Tú eres famoso,tu es célèbre,du bist berühmt
1558,you're greedy,you are greedy,eres codicioso,tu es gourmand,du bist gierig
1559,you're grumpy,you are grumpy,eres gruñón,vous êtes grincheux,du bist mürrisch
1560,you're insane,you are insane,estas loco,vous êtes fou,du bist wahnsinnig
1561,you're joking,you are joking,estas bromeando,tu blagues,Sie scherzen
1562,you're loaded,you are loaded,estas cargado,tu es chargé,du bist geladen
1563,you're losing,you are losing,estas perdiendo,tu perds,du verlierst
1564,you're my age,you are my age,tienes mi edad,tu as mon age,Du bist in meinem Alter
1565,you're no fun,you are no fun,no eres divertido,Vous n'êtes pas amusant,du bist nicht lustig
1566,you're pretty,you are pretty,Eres hermosa,vous êtes jolie,du bist hübsch
1567,you're single,you are single,eres soltero,tu es célibataire,du bist alleinstehend
1568,you're skinny,you are skinny,eres flaco,tu es maigre,du bist dünn
1569,you're sleepy,you are sleepy,tienes sueño,tu as sommeil,du bist müde
1570,you're sneaky,you are sneaky,eres astuto,tu es sournois,du bist hinterlistig
1571,you're strong,you are strong,tu eres fuerte,tu es fort,du bist stark
1572,you're stupid,you are stupid,eres estúpido,Vous êtes stupide,Du bist dumm
1573,you're unfair,you are unfair,eres injusto,tu es injuste,Sie sind ungerecht
1574,you're vulgar,you are vulgar,eres vulgar,tu es vulgaire,du bist vulgär
1575,you've failed,you have failed,fallaste,tu as échoué,Du bist durchgefallen
1576,"a beer, please","a beer, please",una cerveza por favor,une bière s'il vous plaît,ein Bier bitte
1577,"a coke, please","a coke, please",una Coca-Cola por favor,un coca s'il vous plait,eine Coke bitte
1578,act like a man,act like a man,actuar como un hombre,agir comme un homme,verhalte dich wie ein Mann
1579,ain't she cute,as not she cute,como no ella linda,comme elle n'est pas mignonne,als nicht sie süß
1580,allow me to go,allow me to go,déjame ir,permettez-moi d'aller,erlaube mir zu gehen
1581,am i intruding,am i intruding,¿Estoy entrometiendo?,est-ce que je m'immisce,störe ich
1582,am i not right,am i not right,¿no estoy en lo cierto?,n'ai-je pas raison,hab ich nicht recht
1583,am i qualified,am i qualified,¿Estoy calificado?,suis-je qualifié,bin ich qualifiziert
